대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.65994655E8,20.2,1770498.0,1.1
쇼핑업,대형쇼핑몰,1.65994655E8,20.2,9.4113664E7,56.7
쇼핑업,레저용품쇼핑,1.65994655E8,20.2,7.0110493E7,42.2
쇼핑업,면세점,1.65994655E8,20.2,0.0,0.0
숙박업,기타숙박,5.8637841E7,7.1,4.4738275E7,76.3
숙박업,캠핑장/펜션,5.8637841E7,7.1,633035.0,1.1
숙박업,콘도,5.8637841E7,7.1,8896730.0,15.2
숙박업,호텔,5.8637841E7,7.1,4369800.0,7.5
식음료업,식음료,4.60007304E8,55.9,4.60007304E8,100.0
여가서비스업,골프장,1.36917717E8,16.6,1.1089565E8,81.0
여가서비스업,관광유원시설,1.36917717E8,16.6,1.3835994E7,10.1
여가서비스업,기타레저,1.36917717E8,16.6,5350771.0,3.9
여가서비스업,문화서비스,1.36917717E8,16.6,6835303.0,5.0
여행업,여행업,473784.0,0.1,473784.0,100.0
운송업,렌터카,1348109.0,0.2,565755.0,42.0
운송업,수상운송,1348109.0,0.2,539859.0,40.0
운송업,육상운송,1348109.0,0.2,111180.0,8.2
운송업,항공운송,1348109.0,0.2,131314.0,9.7
