대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.7326325E7,18.0,69773.0,0.4
쇼핑업,대형쇼핑몰,1.7326325E7,18.0,1.2769971E7,73.7
쇼핑업,레저용품쇼핑,1.7326325E7,18.0,4486581.0,25.9
숙박업,기타숙박,1449507.0,1.5,1442961.0,99.5
숙박업,캠핑장/펜션,1449507.0,1.5,6546.0,0.5
식음료업,식음료,6.8349864E7,70.9,6.8349864E7,100.0
여가서비스업,골프장,9280360.0,9.6,5765153.0,62.1
여가서비스업,관광유원시설,9280360.0,9.6,129308.0,1.4
여가서비스업,기타레저,9280360.0,9.6,2210811.0,23.8
여가서비스업,문화서비스,9280360.0,9.6,1175089.0,12.7
여행업,여행업,16651.0,0.0,16651.0,100.0
운송업,렌터카,5887.0,0.0,4181.0,71.0
운송업,육상운송,5887.0,0.0,1706.0,29.0
