대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,7.6527382E7,29.9,315711.0,0.4
쇼핑업,대형쇼핑몰,7.6527382E7,29.9,5.8254051E7,76.1
쇼핑업,레저용품쇼핑,7.6527382E7,29.9,1.7956448E7,23.5
쇼핑업,면세점,7.6527382E7,29.9,1172.0,0.0
숙박업,기타숙박,8269350.0,3.2,6100072.0,73.8
숙박업,캠핑장/펜션,8269350.0,3.2,32475.0,0.4
숙박업,콘도,8269350.0,3.2,3213.0,0.0
숙박업,호텔,8269350.0,3.2,2133589.0,25.8
식음료업,식음료,1.50831353E8,59.0,1.50831353E8,100.0
여가서비스업,골프장,1.9853451E7,7.8,1.5697087E7,79.1
여가서비스업,관광유원시설,1.9853451E7,7.8,219344.0,1.1
여가서비스업,기타레저,1.9853451E7,7.8,2290598.0,11.5
여가서비스업,문화서비스,1.9853451E7,7.8,1646422.0,8.3
여행업,여행업,35696.0,0.0,35696.0,100.0
운송업,렌터카,211699.0,0.1,135688.0,64.1
운송업,수상운송,211699.0,0.1,0.0,0.0
운송업,육상운송,211699.0,0.1,19290.0,9.1
운송업,항공운송,211699.0,0.1,56721.0,26.8
