기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
괴산군,1.2164651E7,1.2
단양군,2.5648454E7,2.5
보은군,1.4405935E7,1.4
영동군,9990142.0,1.0
옥천군,1.6220024E7,1.6
음성군,6.6280812E7,6.6
제천시,6.4152497E7,6.4
증평군,1.598143E7,1.6
진천군,4.61992E7,4.6
청주시 상당구,1.26352846E8,12.5
청주시 서원구,1.28966682E8,12.8
청주시 청원구,1.30367587E8,12.9
청주시 흥덕구,2.26786552E8,22.5
충주시,1.24538636E8,12.4
