대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.6506115E8,26.3,1559924.0,0.6
쇼핑업,대형쇼핑몰,2.6506115E8,26.3,1.75892855E8,66.4
쇼핑업,레저용품쇼핑,2.6506115E8,26.3,8.7350929E7,33.0
쇼핑업,면세점,2.6506115E8,26.3,257443.0,0.1
숙박업,기타숙박,3.5472967E7,3.5,2.4809227E7,69.9
숙박업,캠핑장/펜션,3.5472967E7,3.5,150073.0,0.4
숙박업,콘도,3.5472967E7,3.5,7728005.0,21.8
숙박업,호텔,3.5472967E7,3.5,2785662.0,7.9
식음료업,식음료,5.8193486E8,57.7,5.8193486E8,100.0
여가서비스업,골프장,1.22796524E8,12.2,9.8370706E7,80.1
여가서비스업,관광유원시설,1.22796524E8,12.2,1628445.0,1.3
여가서비스업,기타레저,1.22796524E8,12.2,1.2686451E7,10.3
여가서비스업,문화서비스,1.22796524E8,12.2,1.0110922E7,8.2
여행업,여행업,526519.0,0.1,526519.0,100.0
운송업,렌터카,2263428.0,0.2,314729.0,13.9
운송업,수상운송,2263428.0,0.2,802595.0,35.5
운송업,육상운송,2263428.0,0.2,69605.0,3.1
운송업,항공운송,2263428.0,0.2,1076499.0,47.6
