기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
대덕구,4.961805E7,4.4
동구,4.65765911E8,41.2
서구,2.71808911E8,24.0
유성구,2.03777654E8,18.0
중구,1.40054504E8,12.4
