기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
고창군,2.1319551E7,2.4
군산시,1.47414921E8,16.6
김제시,2.3744433E7,2.7
남원시,3.4341714E7,3.9
무주군,1.9400473E7,2.2
부안군,2.5611949E7,2.9
순창군,6428914.0,0.7
완주군,4.2121143E7,4.8
익산시,8.7899231E7,9.9
임실군,1.1362553E7,1.3
장수군,4457285.0,0.5
전주시 덕진구,1.39705373E8,15.8
전주시 완산구,2.83772612E8,32.0
정읍시,3.0835771E7,3.5
진안군,7554657.0,0.9
