대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.59603893E8,29.3,2270972.0,0.9
쇼핑업,대형쇼핑몰,2.59603893E8,29.3,1.45224808E8,55.9
쇼핑업,레저용품쇼핑,2.59603893E8,29.3,1.12076403E8,43.2
쇼핑업,면세점,2.59603893E8,29.3,31711.0,0.0
숙박업,기타숙박,4.3066361E7,4.9,2.7705315E7,64.3
숙박업,캠핑장/펜션,4.3066361E7,4.9,198874.0,0.5
숙박업,콘도,4.3066361E7,4.9,1.3891795E7,32.3
숙박업,호텔,4.3066361E7,4.9,1270376.0,2.9
식음료업,식음료,4.93240345E8,55.7,4.93240345E8,100.0
여가서비스업,골프장,6.2932771E7,7.1,4.1081468E7,65.3
여가서비스업,관광유원시설,6.2932771E7,7.1,1368041.0,2.2
여가서비스업,기타레저,6.2932771E7,7.1,1.1598245E7,18.4
여가서비스업,문화서비스,6.2932771E7,7.1,8885017.0,14.1
여행업,여행업,200499.0,0.0,200499.0,100.0
운송업,렌터카,2.692671E7,3.0,244347.0,0.9
운송업,수상운송,2.692671E7,3.0,224313.0,0.8
운송업,육상운송,2.692671E7,3.0,55723.0,0.2
운송업,항공운송,2.692671E7,3.0,2.6402328E7,98.1
