대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.50006234E8,35.8,891633.0,0.3
쇼핑업,대형쇼핑몰,3.50006234E8,35.8,3.22346738E8,92.1
쇼핑업,레저용품쇼핑,3.50006234E8,35.8,2.6767864E7,7.6
숙박업,기타숙박,1.7368654E7,1.8,1.3393231E7,77.1
숙박업,캠핑장/펜션,1.7368654E7,1.8,4642.0,0.0
숙박업,콘도,1.7368654E7,1.8,0.0,0.0
숙박업,호텔,1.7368654E7,1.8,3970781.0,22.9
식음료업,식음료,3.19821416E8,32.7,3.19821416E8,100.0
여가서비스업,골프장,1.8832605E7,1.9,1.1666617E7,61.9
여가서비스업,관광유원시설,1.8832605E7,1.9,1047707.0,5.6
여가서비스업,기타레저,1.8832605E7,1.9,2781618.0,14.8
여가서비스업,문화서비스,1.8832605E7,1.9,3336662.0,17.7
여행업,여행업,27765.0,0.0,27765.0,100.0
운송업,렌터카,2.70994135E8,27.7,479733.0,0.2
운송업,수상운송,2.70994135E8,27.7,2459.0,0.0
운송업,육상운송,2.70994135E8,27.7,2.70511943E8,99.8
