대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.49726804E8,28.3,2334170.0,0.9
쇼핑업,대형쇼핑몰,2.49726804E8,28.3,1.4339955E8,57.4
쇼핑업,레저용품쇼핑,2.49726804E8,28.3,1.03965185E8,41.6
쇼핑업,면세점,2.49726804E8,28.3,27900.0,0.0
숙박업,기타숙박,4.2050438E7,4.8,2.8276042E7,67.2
숙박업,캠핑장/펜션,4.2050438E7,4.8,190721.0,0.5
숙박업,콘도,4.2050438E7,4.8,1.2494619E7,29.7
숙박업,호텔,4.2050438E7,4.8,1089056.0,2.6
식음료업,식음료,4.94029185E8,56.0,4.94029185E8,100.0
여가서비스업,골프장,6.6851479E7,7.6,4.3122834E7,64.5
여가서비스업,관광유원시설,6.6851479E7,7.6,1432805.0,2.1
여가서비스업,기타레저,6.6851479E7,7.6,1.3185166E7,19.7
여가서비스업,문화서비스,6.6851479E7,7.6,9110673.0,13.6
여행업,여행업,249683.0,0.0,249683.0,100.0
운송업,렌터카,2.9255875E7,3.3,245597.0,0.8
운송업,수상운송,2.9255875E7,3.3,226470.0,0.8
운송업,육상운송,2.9255875E7,3.3,50365.0,0.2
운송업,항공운송,2.9255875E7,3.3,2.8733442E7,98.2
