대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,8.5163236E7,14.0,1577332.0,1.9
쇼핑업,대형쇼핑몰,8.5163236E7,14.0,4.1708554E7,49.0
쇼핑업,레저용품쇼핑,8.5163236E7,14.0,4.1839212E7,49.1
쇼핑업,면세점,8.5163236E7,14.0,38138.0,0.0
숙박업,기타숙박,9.2121751E7,15.2,2.7501959E7,29.9
숙박업,캠핑장/펜션,9.2121751E7,15.2,677664.0,0.7
숙박업,콘도,9.2121751E7,15.2,4.6249718E7,50.2
숙박업,호텔,9.2121751E7,15.2,1.769241E7,19.2
식음료업,식음료,3.22898981E8,53.1,3.22898981E8,100.0
여가서비스업,골프장,1.05569022E8,17.4,8.4007774E7,79.6
여가서비스업,관광유원시설,1.05569022E8,17.4,6293354.0,6.0
여가서비스업,기타레저,1.05569022E8,17.4,4730086.0,4.5
여가서비스업,문화서비스,1.05569022E8,17.4,7509761.0,7.1
여가서비스업,스키장,1.05569022E8,17.4,3028048.0,2.9
여행업,여행업,1855117.0,0.3,1855117.0,100.0
운송업,렌터카,417251.0,0.1,155318.0,37.2
운송업,수상운송,417251.0,0.1,128590.0,30.8
운송업,육상운송,417251.0,0.1,122044.0,29.2
운송업,항공운송,417251.0,0.1,11299.0,2.7
