기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강릉시,1.01616027E8,16.7
고성군,2.3598618E7,3.9
동해시,1.9946633E7,3.3
삼척시,2.5635499E7,4.2
속초시,7.8834573E7,13.0
양구군,2494697.0,0.4
양양군,2.6610597E7,4.4
영월군,6408420.0,1.1
원주시,7.5416569E7,12.4
인제군,8646785.0,1.4
정선군,1.5608297E7,2.6
철원군,9708473.0,1.6
춘천시,9.2077608E7,15.1
태백시,9741462.0,1.6
평창군,3.8815619E7,6.4
홍천군,4.9168601E7,8.1
화천군,3129393.0,0.5
횡성군,2.0567487E7,3.4
