대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.29453896E8,28.1,1478637.0,0.4
쇼핑업,대형쇼핑몰,3.29453896E8,28.1,2.23595227E8,67.9
쇼핑업,레저용품쇼핑,3.29453896E8,28.1,1.04380033E8,31.7
숙박업,기타숙박,5.600525E7,4.8,3.8155896E7,68.1
숙박업,캠핑장/펜션,5.600525E7,4.8,461133.0,0.8
숙박업,콘도,5.600525E7,4.8,1.0951018E7,19.6
숙박업,호텔,5.600525E7,4.8,6437204.0,11.5
식음료업,식음료,7.10064694E8,60.6,7.10064694E8,100.0
여가서비스업,골프장,7.4278882E7,6.3,4.7546633E7,64.0
여가서비스업,관광유원시설,7.4278882E7,6.3,1411737.0,1.9
여가서비스업,기타레저,7.4278882E7,6.3,1.793314E7,24.1
여가서비스업,문화서비스,7.4278882E7,6.3,7387373.0,9.9
여행업,여행업,631725.0,0.1,631725.0,100.0
운송업,렌터카,1117335.0,0.1,267346.0,23.9
운송업,수상운송,1117335.0,0.1,481037.0,43.1
운송업,육상운송,1117335.0,0.1,63668.0,5.7
운송업,항공운송,1117335.0,0.1,305284.0,27.3
