대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.08504328E8,45.6,470924.0,0.2
쇼핑업,대형쇼핑몰,2.08504328E8,45.6,1.6568467E8,79.5
쇼핑업,레저용품쇼핑,2.08504328E8,45.6,4.2348734E7,20.3
숙박업,기타숙박,8793299.0,1.9,8173551.0,93.0
숙박업,캠핑장/펜션,8793299.0,1.9,35.0,0.0
숙박업,호텔,8793299.0,1.9,619713.0,7.0
식음료업,식음료,2.19270219E8,48.0,2.19270219E8,100.0
여가서비스업,골프장,1.9699049E7,4.3,1.1853548E7,60.2
여가서비스업,관광유원시설,1.9699049E7,4.3,1721495.0,8.7
여가서비스업,기타레저,1.9699049E7,4.3,3003112.0,15.2
여가서비스업,문화서비스,1.9699049E7,4.3,3120894.0,15.8
여행업,여행업,82966.0,0.0,82966.0,100.0
운송업,렌터카,530488.0,0.1,218592.0,41.2
운송업,육상운송,530488.0,0.1,53435.0,10.1
운송업,항공운송,530488.0,0.1,258461.0,48.7
