대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,6.99906886E8,38.9,1278791.0,0.2
쇼핑업,대형쇼핑몰,6.99906886E8,38.9,3.93793779E8,56.3
쇼핑업,레저용품쇼핑,6.99906886E8,38.9,1.15874738E8,16.6
쇼핑업,면세점,6.99906886E8,38.9,1.88959578E8,27.0
숙박업,기타숙박,5.8671449E7,3.3,3.5091702E7,59.8
숙박업,캠핑장/펜션,5.8671449E7,3.3,377946.0,0.6
숙박업,콘도,5.8671449E7,3.3,114233.0,0.2
숙박업,호텔,5.8671449E7,3.3,2.3087568E7,39.4
식음료업,식음료,9.2967398E8,51.7,9.2967398E8,100.0
여가서비스업,골프장,8.812842E7,4.9,5.4997406E7,62.4
여가서비스업,관광유원시설,8.812842E7,4.9,2437536.0,2.8
여가서비스업,기타레저,8.812842E7,4.9,1.7518965E7,19.9
여가서비스업,문화서비스,8.812842E7,4.9,1.3174512E7,14.9
여가서비스업,카지노,8.812842E7,4.9,0.0,0.0
여행업,여행업,611839.0,0.0,611839.0,100.0
운송업,렌터카,2.062715E7,1.1,553458.0,2.7
운송업,수상운송,2.062715E7,1.1,7575490.0,36.7
운송업,육상운송,2.062715E7,1.1,547621.0,2.7
운송업,항공운송,2.062715E7,1.1,1.1950581E7,57.9
