대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.42414247E8,30.8,561572.0,0.4
쇼핑업,대형쇼핑몰,1.42414247E8,30.8,1.07011829E8,75.1
쇼핑업,레저용품쇼핑,1.42414247E8,30.8,3.4840411E7,24.5
쇼핑업,면세점,1.42414247E8,30.8,434.0,0.0
숙박업,기타숙박,1.5684175E7,3.4,1.1527198E7,73.5
숙박업,캠핑장/펜션,1.5684175E7,3.4,61850.0,0.4
숙박업,콘도,1.5684175E7,3.4,8474.0,0.1
숙박업,호텔,1.5684175E7,3.4,4086653.0,26.1
식음료업,식음료,2.7020864E8,58.3,2.7020864E8,100.0
여가서비스업,골프장,3.4232551E7,7.4,2.7257466E7,79.6
여가서비스업,관광유원시설,3.4232551E7,7.4,339723.0,1.0
여가서비스업,기타레저,3.4232551E7,7.4,4383642.0,12.8
여가서비스업,문화서비스,3.4232551E7,7.4,2251720.0,6.6
여행업,여행업,55563.0,0.0,55563.0,100.0
운송업,렌터카,530218.0,0.1,380998.0,71.9
운송업,수상운송,530218.0,0.1,14829.0,2.8
운송업,육상운송,530218.0,0.1,41347.0,7.8
운송업,항공운송,530218.0,0.1,93044.0,17.5
